DT;VARIABLE;VALUE
2017-11-06 13:33:50;feature_27;25
2017-11-06 13:33:50;feature_28;25
2017-11-06 13:33:50;feature_29;25
2017-11-06 13:33:50;feature_30;25
2017-11-06 13:33:50;feature_31;190
2017-11-06 13:33:50;feature_32;25
2017-11-06 13:33:50;feature_33;25
2017-11-06 13:33:50;feature_34;190
2017-11-06 13:33:50;feature_35;120
2017-11-06 13:33:50;feature_36;50
2017-11-17 19:40:08;feature_15;185
2017-11-17 19:40:15;feature_18;190
2017-11-17 19:40:22;feature_1;195
2017-11-17 19:40:29;feature_23;200
2017-11-17 19:40:35;feature_26;205
2017-11-17 19:40:41;feature_2;205
2017-11-17 19:40:50;feature_31;210
2017-11-17 19:41:00;feature_34;210
2017-11-17 19:41:09;feature_12;210
2017-11-17 20:36:23;feature_18;185
2017-11-17 20:36:28;feature_15;180
2017-11-17 20:36:34;feature_1;185
2017-11-17 20:36:40;feature_26;190
2017-11-17 20:36:46;feature_23;185
2017-11-17 20:36:55;feature_2;190
2017-11-17 20:37:05;feature_31;190
2017-11-17 20:37:08;feature_34;190
2017-11-17 20:37:21;feature_12;190
2017-11-22 11:02:28;feature_15;185
2017-11-22 11:02:35;feature_18;190
2017-11-22 11:02:44;feature_1;198
2017-11-22 11:02:56;feature_23;205
2017-11-22 11:03:02;feature_26;206
2017-11-22 11:03:10;feature_2;205
2017-11-22 11:03:24;feature_12;210
2017-11-22 11:03:31;feature_34;210
2017-11-22 11:03:39;feature_31;210
2017-11-22 11:30:32;feature_12;190
2017-11-22 11:30:38;feature_34;190
2017-11-22 11:30:46;feature_31;190
2017-11-22 11:30:51;feature_2;190
2017-11-22 11:30:58;feature_26;190
2017-11-22 11:31:05;feature_23;185
2017-11-22 11:31:12;feature_1;185
2017-11-22 11:31:15;feature_18;185
2017-11-22 11:31:23;feature_15;180
2017-11-22 11:40:20;feature_12;210
2017-11-22 11:40:30;feature_34;210
2017-11-22 11:40:37;feature_31;210
2017-11-22 11:40:38;feature_2;205
2017-11-22 11:40:45;feature_26;205
2017-11-22 11:40:51;feature_23;205
2017-11-22 11:40:56;feature_1;198
2017-11-22 11:40:59;feature_18;190
2017-11-22 11:41:06;feature_15;185
2017-11-22 13:18:47;feature_12;205
2017-11-22 13:18:57;feature_34;205
2017-11-22 13:19:01;feature_31;205
2017-11-22 19:07:35;feature_12;190
2017-11-22 19:07:38;feature_34;190
2017-11-22 19:07:46;feature_31;190
2017-11-22 19:07:51;feature_2;190
2017-11-22 19:07:57;feature_26;190
2017-11-22 19:08:07;feature_1;185
2017-11-22 19:08:12;feature_23;185
2017-11-22 19:08:20;feature_18;185
2017-11-24 09:40:39;feature_6;170
2017-11-24 09:40:39;feature_9;175
2017-11-24 09:40:39;feature_1;185
2017-11-24 09:40:39;feature_2;190
2017-11-24 09:40:39;feature_34;190
2017-11-24 09:40:39;feature_36;50
2017-11-24 09:40:39;feature_3;800
2017-11-24 09:40:47;feature_4;25
2017-11-24 09:40:47;feature_5;25
2017-11-24 09:40:47;feature_7;25
2017-11-24 09:40:47;feature_8;25
2017-11-24 09:40:47;feature_10;25
2017-11-24 09:40:47;feature_11;25
2017-11-24 09:40:47;feature_12;190
2017-11-24 09:40:47;feature_13;25
2017-11-24 09:40:47;feature_14;25
2017-11-24 09:40:47;feature_15;185
2017-11-24 09:40:47;feature_16;25
2017-11-24 09:40:47;feature_17;25
2017-11-24 09:40:47;feature_18;185
2017-11-24 09:40:47;feature_19;25
2017-11-24 09:40:47;feature_20;25
2017-11-24 09:40:47;feature_21;25
2017-11-24 09:40:47;feature_22;25
2017-11-24 09:40:47;feature_23;185
2017-11-24 09:40:47;feature_24;25
2017-11-24 09:40:47;feature_25;25
2017-11-24 09:40:47;feature_26;190
2017-11-24 09:40:47;feature_27;25
2017-11-24 09:40:47;feature_28;25
2017-11-24 09:40:47;feature_29;25
2017-11-24 09:40:47;feature_30;25
2017-11-24 09:40:47;feature_31;190
2017-11-24 09:40:47;feature_32;25
2017-11-24 09:40:47;feature_33;25
2017-11-24 09:40:47;feature_35;120
2017-11-25 10:57:29;feature_18;190
2017-11-25 10:57:46;feature_1;198
2017-11-25 10:57:59;feature_23;205
2017-11-25 10:58:05;feature_26;205
2017-11-25 10:58:11;feature_2;205
2017-11-25 10:58:21;feature_31;205
2017-11-25 10:58:33;feature_34;205
2017-11-25 10:58:35;feature_12;205
2017-11-26 00:26:54;feature_6;170
2017-11-26 00:26:54;feature_9;175
2017-11-26 00:26:54;feature_1;198
2017-11-26 00:26:54;feature_2;205
2017-11-26 00:26:54;feature_34;205
2017-11-26 00:26:54;feature_36;50
2017-11-26 00:26:54;feature_3;800
2017-11-26 00:27:01;feature_4;25
2017-11-26 00:27:01;feature_5;25
2017-11-26 00:27:01;feature_7;25
2017-11-26 00:27:01;feature_8;25
2017-11-26 00:27:01;feature_10;25
2017-11-26 00:27:01;feature_11;25
2017-11-26 00:27:01;feature_12;205
2017-11-26 00:27:01;feature_13;25
2017-11-26 00:27:01;feature_14;25
2017-11-26 00:27:01;feature_15;185
2017-11-26 00:27:01;feature_16;25
2017-11-26 00:27:01;feature_17;25
2017-11-26 00:27:01;feature_18;190
2017-11-26 00:27:01;feature_19;25
2017-11-26 00:27:01;feature_20;25
2017-11-26 00:27:01;feature_21;25
2017-11-26 00:27:01;feature_22;25
2017-11-26 00:27:01;feature_23;205
2017-11-26 00:27:01;feature_24;25
2017-11-26 00:27:01;feature_25;25
2017-11-26 00:27:01;feature_26;205
2017-11-26 00:27:01;feature_27;25
2017-11-26 00:27:01;feature_28;25
2017-11-26 00:27:01;feature_29;25
2017-11-26 00:27:01;feature_30;25
2017-11-26 00:27:01;feature_31;205
2017-11-26 00:27:01;feature_32;25
2017-11-26 00:27:01;feature_33;25
2017-11-26 00:27:01;feature_35;120
2017-11-26 02:21:40;feature_6;170
2017-11-26 02:21:40;feature_9;175
2017-11-26 02:21:40;feature_15;185
2017-11-26 02:21:40;feature_1;198
2017-11-26 02:21:40;feature_2;205
2017-11-26 02:21:40;feature_34;205
2017-11-26 02:21:40;feature_36;50
2017-11-26 02:21:40;feature_3;800
2017-11-26 02:21:48;feature_4;25
2017-11-26 02:21:48;feature_5;25
2017-11-26 02:21:48;feature_7;25
2017-11-26 02:21:48;feature_8;25
2017-11-26 02:21:48;feature_10;25
2017-11-26 02:21:48;feature_11;25
2017-11-26 02:21:48;feature_12;205
2017-11-26 02:21:48;feature_13;25
2017-11-26 02:21:48;feature_14;25
2017-11-26 02:21:48;feature_16;25
2017-11-26 02:21:48;feature_17;25
2017-11-26 02:21:48;feature_18;190
2017-11-26 02:21:48;feature_19;25
2017-11-26 02:21:48;feature_20;25
2017-11-26 02:21:48;feature_21;25
2017-11-26 02:21:48;feature_22;25
2017-11-26 02:21:48;feature_23;205
2017-11-26 02:21:48;feature_24;25
2017-11-26 02:21:48;feature_25;25
2017-11-26 02:21:48;feature_26;205
2017-11-26 02:21:48;feature_27;25
2017-11-26 02:21:48;feature_28;25
2017-11-26 02:21:48;feature_29;25
2017-11-26 02:21:48;feature_30;25
2017-11-26 02:21:48;feature_31;205
2017-11-26 02:21:48;feature_32;25
2017-11-26 02:21:48;feature_33;25
2017-11-26 02:21:48;feature_35;120
2017-11-26 08:03:25;feature_18;185
2017-11-26 08:03:30;feature_1;185
2017-11-26 08:03:33;feature_23;185
2017-11-26 08:03:46;feature_26;190
2017-11-26 08:03:49;feature_2;190
2017-11-26 08:04:05;feature_31;190
2017-11-26 08:04:08;feature_34;190
2017-11-26 08:04:12;feature_12;190
2017-11-27 07:53:19;feature_1;185
2017-11-27 07:53:19;feature_2;190
2017-11-27 07:53:19;feature_3;800
2017-11-27 07:53:28;feature_4;25
2017-11-27 07:53:28;feature_5;25
2017-11-27 07:53:28;feature_6;170
2017-11-27 07:53:28;feature_7;25
2017-11-27 07:53:28;feature_8;25
2017-11-27 07:53:28;feature_9;175
2017-11-27 07:53:28;feature_10;25
2017-11-27 07:53:28;feature_11;25
2017-11-27 07:53:28;feature_12;190
2017-11-27 07:53:28;feature_13;25
2017-11-27 07:53:28;feature_14;25
2017-11-27 07:53:28;feature_15;185
2017-11-27 07:53:28;feature_16;25
2017-11-27 07:53:28;feature_17;25
2017-11-27 07:53:28;feature_18;185
2017-11-27 07:53:28;feature_19;25
2017-11-27 07:53:28;feature_20;25
2017-11-27 07:53:28;feature_21;25
2017-11-27 07:53:28;feature_22;25
2017-11-27 07:53:28;feature_23;185
2017-11-27 07:53:28;feature_24;25
2017-11-27 07:53:28;feature_25;25
2017-11-27 07:53:28;feature_26;190
2017-11-27 07:53:28;feature_27;25
2017-11-27 07:53:28;feature_28;25
2017-11-27 07:53:28;feature_29;25
2017-11-27 07:53:28;feature_30;25
2017-11-27 07:53:28;feature_31;190
2017-11-27 07:53:28;feature_32;25
2017-11-27 07:53:28;feature_33;25
2017-11-27 07:53:28;feature_34;190
2017-11-27 07:53:28;feature_35;120
2017-11-27 07:53:28;feature_36;50
2017-11-29 10:43:29;feature_18;190
2017-11-29 10:43:40;feature_1;198
2017-11-29 10:43:50;feature_26;205
2017-11-29 10:44:01;feature_2;205
2017-11-29 10:44:09;feature_31;205
2017-11-29 10:44:27;feature_34;205
2017-11-29 10:44:33;feature_12;205
2017-11-29 15:07:42;feature_12;190
2017-11-29 15:07:48;feature_34;190
2017-11-29 15:07:53;feature_31;190
2017-11-29 15:07:58;feature_2;190
2017-11-29 15:08:04;feature_26;190
2017-11-29 15:08:15;feature_1;185
2017-11-29 15:08:20;feature_18;185
2017-12-08 09:02:09;feature_6;170
2017-12-08 09:02:09;feature_9;175
2017-12-08 09:02:09;feature_15;185
2017-12-08 09:02:09;feature_1;185
2017-12-08 09:02:09;feature_2;190
2017-12-08 09:02:09;feature_34;190
2017-12-08 09:02:09;feature_36;50
2017-12-08 09:02:09;feature_3;800
2017-12-08 09:02:17;feature_4;25
2017-12-08 09:02:17;feature_5;25
2017-12-08 09:02:17;feature_7;25
2017-12-08 09:02:17;feature_8;25
2017-12-08 09:02:17;feature_10;25
2017-12-08 09:02:17;feature_11;25
2017-12-08 09:02:17;feature_12;190
2017-12-08 09:02:17;feature_13;25
2017-12-08 09:02:17;feature_14;25
2017-12-08 09:02:17;feature_16;25
2017-12-08 09:02:17;feature_17;25
2017-12-08 09:02:17;feature_18;185
2017-12-08 09:02:17;feature_19;25
2017-12-08 09:02:17;feature_20;25
2017-12-08 09:02:17;feature_21;25
2017-12-08 09:02:17;feature_22;25
2017-12-08 09:02:17;feature_23;185
2017-12-08 09:02:17;feature_24;25
2017-12-08 09:02:17;feature_25;25
2017-12-08 09:02:17;feature_26;190
2017-12-08 09:02:17;feature_27;25
2017-12-08 09:02:17;feature_28;25
2017-12-08 09:02:17;feature_29;25
2017-12-08 09:02:17;feature_30;25
2017-12-08 09:02:17;feature_31;190
2017-12-08 09:02:17;feature_32;25
2017-12-08 09:02:17;feature_33;25
2017-12-08 09:02:17;feature_35;120
2017-12-18 15:48:33;feature_4;25
2017-12-18 15:48:33;feature_5;25
2017-12-18 15:48:33;feature_6;170
2017-12-18 15:48:33;feature_7;25
2017-12-18 15:48:33;feature_8;25
2017-12-18 15:48:33;feature_9;175
2017-12-18 15:48:33;feature_10;25
2017-12-18 15:48:33;feature_11;25
2017-12-18 15:48:33;feature_12;190
2017-12-18 15:48:33;feature_13;25
2017-12-18 15:48:33;feature_14;25
2017-12-18 15:48:33;feature_15;185
2017-12-18 15:48:33;feature_16;25
2017-12-18 15:48:33;feature_17;25
2017-12-18 15:48:33;feature_18;185
2017-12-18 15:48:33;feature_19;25
2017-12-18 15:48:33;feature_20;25
2017-12-18 15:48:33;feature_1;185
2017-12-18 15:48:33;feature_21;25
2017-12-18 15:48:33;feature_22;25
2017-12-18 15:48:33;feature_23;185
2017-12-18 15:48:33;feature_24;25
2017-12-18 15:48:33;feature_25;25
2017-12-18 15:48:33;feature_26;190
2017-12-18 15:48:33;feature_27;25
2017-12-18 15:48:33;feature_28;25
2017-12-18 15:48:33;feature_2;190
2017-12-18 15:48:33;feature_29;25
2017-12-18 15:48:33;feature_30;25
2017-12-18 15:48:33;feature_31;190
2017-12-18 15:48:33;feature_32;25
2017-12-18 15:48:33;feature_33;25
2017-12-18 15:48:33;feature_34;190
2017-12-18 15:48:33;feature_35;120
2017-12-18 15:48:33;feature_36;50
2017-12-18 15:48:33;feature_3;800
2017-12-22 16:31:13;feature_4;25
2017-12-22 16:31:13;feature_5;25
2017-12-22 16:31:13;feature_6;170
2017-12-22 16:31:13;feature_7;25
2017-12-22 16:31:13;feature_8;25
2017-12-22 16:31:13;feature_9;175
2017-12-22 16:31:13;feature_10;25
2017-12-22 16:31:13;feature_11;25
2017-12-22 16:31:13;feature_12;190
2017-12-22 16:31:13;feature_13;25
2017-12-22 16:31:13;feature_14;25
2017-12-22 16:31:13;feature_15;185
2017-12-22 16:31:13;feature_16;25
2017-12-22 16:31:13;feature_17;25
2017-12-22 16:31:13;feature_18;185
2017-12-22 16:31:13;feature_19;25
2017-12-22 16:31:13;feature_20;25
2017-12-22 16:31:13;feature_1;185
2017-12-22 16:31:13;feature_21;25
2017-12-22 16:31:13;feature_22;25
2017-12-22 16:31:13;feature_23;185
2017-12-22 16:31:13;feature_24;25
2017-12-22 16:31:13;feature_25;25
2017-12-22 16:31:13;feature_26;190
2017-12-22 16:31:13;feature_27;25
2017-12-22 16:31:13;feature_28;25
2017-12-22 16:31:13;feature_2;190
2017-12-22 16:31:13;feature_29;25
2017-12-22 16:31:13;feature_30;25
2017-12-22 16:31:13;feature_31;190
2017-12-22 16:31:13;feature_32;25
2017-12-22 16:31:13;feature_33;25
2017-12-22 16:31:13;feature_34;190
2017-12-22 16:31:13;feature_35;120
2017-12-22 16:31:13;feature_36;50
2017-12-22 16:31:13;feature_3;800
2017-12-22 19:04:59;feature_6;170
2017-12-22 19:04:59;feature_9;175
2017-12-22 19:04:59;feature_15;185
2017-12-22 19:04:59;feature_1;185
2017-12-22 19:04:59;feature_2;190
2017-12-22 19:04:59;feature_34;190
2017-12-22 19:04:59;feature_36;50
2017-12-22 19:04:59;feature_3;800
2017-12-22 19:05:07;feature_4;25
2017-12-22 19:05:07;feature_5;25
2017-12-22 19:05:07;feature_7;25
2017-12-22 19:05:07;feature_8;25
2017-12-22 19:05:07;feature_10;25
2017-12-22 19:05:07;feature_11;25
2017-12-22 19:05:07;feature_12;190
2017-12-22 19:05:07;feature_13;25
2017-12-22 19:05:07;feature_14;25
2017-12-22 19:05:07;feature_16;25
2017-12-22 19:05:07;feature_17;25
2017-12-22 19:05:07;feature_18;185
2017-12-22 19:05:07;feature_19;25
2017-12-22 19:05:07;feature_20;25
2017-12-22 19:05:07;feature_21;25
2017-12-22 19:05:07;feature_22;25
2017-12-22 19:05:07;feature_23;185
2017-12-22 19:05:07;feature_24;25
2017-12-22 19:05:07;feature_25;25
2017-12-22 19:05:07;feature_26;190
2017-12-22 19:05:07;feature_27;25
2017-12-22 19:05:07;feature_28;25
2017-12-22 19:05:07;feature_29;25
2017-12-22 19:05:07;feature_30;25
2017-12-22 19:05:07;feature_31;190
2017-12-22 19:05:07;feature_32;25
2017-12-22 19:05:07;feature_33;25
2017-12-22 19:05:07;feature_35;120
2017-12-23 16:33:16;feature_1;185
2017-12-23 16:33:16;feature_2;190
2017-12-23 16:33:16;feature_3;800
2017-12-23 16:33:23;feature_4;25
2017-12-23 16:33:23;feature_5;25
2017-12-23 16:33:23;feature_6;170
2017-12-23 16:33:23;feature_7;25
2017-12-23 16:33:23;feature_8;25
2017-12-23 16:33:23;feature_9;175
2017-12-23 16:33:23;feature_10;25
2017-12-23 16:33:23;feature_11;25
2017-12-23 16:33:23;feature_12;190
2017-12-23 16:33:23;feature_13;25
2017-12-23 16:33:23;feature_14;25
2017-12-23 16:33:23;feature_15;185
2017-12-23 16:33:23;feature_16;25
2017-12-23 16:33:23;feature_17;25
2017-12-23 16:33:23;feature_18;185
2017-12-23 16:33:23;feature_19;25
2017-12-23 16:33:23;feature_20;25
2017-12-23 16:33:23;feature_21;25
2017-12-23 16:33:23;feature_22;25
2017-12-23 16:33:23;feature_23;185
2017-12-23 16:33:23;feature_24;25
2017-12-23 16:33:23;feature_25;25
2017-12-23 16:33:23;feature_26;190
2017-12-23 16:33:23;feature_27;25
2017-12-23 16:33:23;feature_28;25
2017-12-23 16:33:23;feature_29;25
2017-12-23 16:33:23;feature_30;25
2017-12-23 16:33:23;feature_31;190
2017-12-23 16:33:23;feature_32;25
2017-12-23 16:33:23;feature_33;25
2017-12-23 16:33:23;feature_34;190
2017-12-23 16:33:23;feature_35;120
2017-12-23 16:33:23;feature_36;50
2017-12-25 12:37:05;feature_6;170
2017-12-25 12:37:05;feature_9;175
2017-12-25 12:37:05;feature_15;185
2017-12-25 12:37:05;feature_1;185
2017-12-25 12:37:05;feature_23;185
2017-12-25 12:37:05;feature_2;190
2017-12-25 12:37:05;feature_31;190
2017-12-25 12:37:05;feature_34;190
2017-12-25 12:37:05;feature_36;50
2017-12-25 12:37:05;feature_3;800
2017-12-25 12:37:12;feature_4;25
2017-12-25 12:37:12;feature_5;25
2017-12-25 12:37:12;feature_7;25
2017-12-25 12:37:12;feature_8;25
2017-12-25 12:37:12;feature_10;25
2017-12-25 12:37:12;feature_11;25
2017-12-25 12:37:12;feature_12;190
2017-12-25 12:37:12;feature_13;25
2017-12-25 12:37:12;feature_14;25
2017-12-25 12:37:12;feature_16;25
2017-12-25 12:37:12;feature_17;25
2017-12-25 12:37:12;feature_18;185
2017-12-25 12:37:12;feature_19;25
2017-12-25 12:37:12;feature_20;25
2017-12-25 12:37:12;feature_21;25
2017-12-25 12:37:12;feature_22;25
2017-12-25 12:37:12;feature_24;25
2017-12-25 12:37:12;feature_25;25
2017-12-25 12:37:12;feature_26;190
2017-12-25 12:37:12;feature_27;25
2017-12-25 12:37:12;feature_28;25
2017-12-25 12:37:12;feature_29;25
2017-12-25 12:37:12;feature_30;25
2017-12-25 12:37:12;feature_32;25
2017-12-25 12:37:12;feature_33;25
2017-12-25 12:37:12;feature_35;120
2017-12-27 19:54:21;feature_1;185
2017-12-27 19:54:21;feature_2;190
2017-12-27 19:54:21;feature_3;800
2017-12-27 19:54:30;feature_4;25
2017-12-27 19:54:30;feature_5;25
2017-12-27 19:54:30;feature_6;170
2017-12-27 19:54:30;feature_7;25
2017-12-27 19:54:30;feature_8;25
2017-12-27 19:54:30;feature_9;175
2017-12-27 19:54:30;feature_10;25
2017-12-27 19:54:30;feature_11;25
2017-12-27 19:54:30;feature_12;190
2017-12-27 19:54:30;feature_13;25
2017-12-27 19:54:30;feature_14;25
2017-12-27 19:54:30;feature_15;185
2017-12-27 19:54:30;feature_16;25
2017-12-27 19:54:30;feature_17;25
2017-12-27 19:54:30;feature_18;185
2017-12-27 19:54:30;feature_19;25
2017-12-27 19:54:30;feature_20;25
2017-12-27 19:54:30;feature_21;25
2017-12-27 19:54:30;feature_22;25
2017-12-27 19:54:30;feature_23;185
2017-12-27 19:54:30;feature_24;25
2017-12-27 19:54:30;feature_25;25
2017-12-27 19:54:30;feature_26;190
2017-12-27 19:54:30;feature_27;25
2017-12-27 19:54:30;feature_28;25
2017-12-27 19:54:30;feature_29;25
2017-12-27 19:54:30;feature_30;25
2017-12-27 19:54:30;feature_31;190
2017-12-27 19:54:30;feature_32;25
2017-12-27 19:54:30;feature_33;25
2017-12-27 19:54:30;feature_34;190
2017-12-27 19:54:30;feature_35;120
2017-12-27 19:54:30;feature_36;50
2018-01-10 07:15:49;feature_6;170
2018-01-10 07:15:49;feature_9;175
2018-01-10 07:15:49;feature_15;185
2018-01-10 07:15:49;feature_1;185
2018-01-10 07:15:49;feature_23;185
2018-01-10 07:15:49;feature_2;190
2018-01-10 07:15:49;feature_34;190
2018-01-10 07:15:49;feature_36;50
2018-01-10 07:15:49;feature_3;800
2018-01-10 07:15:57;feature_4;25
2018-01-10 07:15:57;feature_5;25
2018-01-10 07:15:57;feature_7;25
2018-01-10 07:15:57;feature_8;25
2018-01-10 07:15:57;feature_10;25
2018-01-10 07:15:57;feature_11;25
2018-01-10 07:15:57;feature_12;190
2018-01-10 07:15:57;feature_13;25
2018-01-10 07:15:57;feature_14;25
2018-01-10 07:15:57;feature_16;25
2018-01-10 07:15:57;feature_17;25
2018-01-10 07:15:57;feature_18;185
2018-01-10 07:15:57;feature_19;25
2018-01-10 07:15:57;feature_20;25
2018-01-10 07:15:57;feature_21;25
2018-01-10 07:15:57;feature_22;25
2018-01-10 07:15:57;feature_24;25
2018-01-10 07:15:57;feature_25;25
2018-01-10 07:15:57;feature_26;190
2018-01-10 07:15:57;feature_27;25
2018-01-10 07:15:57;feature_28;25
2018-01-10 07:15:57;feature_29;25
2018-01-10 07:15:57;feature_30;25
2018-01-10 07:15:57;feature_31;190
2018-01-10 07:15:57;feature_32;25
2018-01-10 07:15:57;feature_33;25
2018-01-10 07:15:57;feature_35;120
2018-01-10 20:28:22;feature_6;170
2018-01-10 20:28:22;feature_9;175
2018-01-10 20:28:22;feature_15;185
2018-01-10 20:28:22;feature_1;185
2018-01-10 20:28:22;feature_23;185
2018-01-10 20:28:22;feature_2;190
2018-01-10 20:28:22;feature_31;190
2018-01-10 20:28:22;feature_34;190
2018-01-10 20:28:22;feature_36;50
2018-01-10 20:28:22;feature_3;800
2018-01-10 20:28:29;feature_4;25
2018-01-10 20:28:29;feature_5;25
2018-01-10 20:28:29;feature_7;25
2018-01-10 20:28:29;feature_8;25
2018-01-10 20:28:29;feature_10;25
2018-01-10 20:28:29;feature_11;25
2018-01-10 20:28:29;feature_12;190
2018-01-10 20:28:29;feature_13;25
2018-01-10 20:28:29;feature_14;25
2018-01-10 20:28:29;feature_16;25
2018-01-10 20:28:29;feature_17;25
2018-01-10 20:28:29;feature_18;185
2018-01-10 20:28:29;feature_19;25
2018-01-10 20:28:29;feature_20;25
2018-01-10 20:28:29;feature_21;25
2018-01-10 20:28:29;feature_22;25
2018-01-10 20:28:29;feature_24;25
2018-01-10 20:28:29;feature_25;25
2018-01-10 20:28:29;feature_26;190
2018-01-10 20:28:29;feature_27;25
2018-01-10 20:28:29;feature_28;25
2018-01-10 20:28:29;feature_29;25
2018-01-10 20:28:29;feature_30;25
2018-01-10 20:28:29;feature_32;25
2018-01-10 20:28:29;feature_33;25
2018-01-10 20:28:29;feature_35;120
2018-01-11 03:12:35;feature_6;170
2018-01-11 03:12:35;feature_1;185
2018-01-11 03:12:35;feature_2;190
2018-01-11 03:12:35;feature_34;190
2018-01-11 03:12:35;feature_36;50
2018-01-11 03:12:35;feature_3;800
2018-01-11 03:12:44;feature_4;25
2018-01-11 03:12:44;feature_5;25
2018-01-11 03:12:44;feature_7;25
2018-01-11 03:12:44;feature_8;25
2018-01-11 03:12:44;feature_9;175
2018-01-11 03:12:44;feature_10;25
2018-01-11 03:12:44;feature_11;25
2018-01-11 03:12:44;feature_12;190
2018-01-11 03:12:44;feature_13;25
2018-01-11 03:12:44;feature_14;25
2018-01-11 03:12:44;feature_15;185
2018-01-11 03:12:44;feature_16;25
2018-01-11 03:12:44;feature_17;25
2018-01-11 03:12:44;feature_18;185
2018-01-11 03:12:44;feature_19;25
2018-01-11 03:12:44;feature_20;25
2018-01-11 03:12:44;feature_21;25
2018-01-11 03:12:44;feature_22;25
2018-01-11 03:12:44;feature_23;185
2018-01-11 03:12:44;feature_24;25
2018-01-11 03:12:44;feature_25;25
2018-01-11 03:12:44;feature_26;190
2018-01-11 03:12:44;feature_27;25
2018-01-11 03:12:44;feature_28;25
2018-01-11 03:12:44;feature_29;25
2018-01-11 03:12:44;feature_30;25
2018-01-11 03:12:44;feature_31;190
2018-01-11 03:12:44;feature_32;25
2018-01-11 03:12:44;feature_33;25
2018-01-11 03:12:44;feature_35;120
2018-01-11 07:07:29;feature_1;185
2018-01-11 07:07:29;feature_2;190
2018-01-11 07:07:29;feature_3;800
2018-01-11 07:07:37;feature_4;25
2018-01-11 07:07:37;feature_5;25
2018-01-11 07:07:37;feature_6;170
2018-01-11 07:07:37;feature_7;25
2018-01-11 07:07:37;feature_8;25
2018-01-11 07:07:37;feature_9;175
2018-01-11 07:07:37;feature_10;25
2018-01-11 07:07:37;feature_11;25
2018-01-11 07:07:37;feature_12;190
2018-01-11 07:07:37;feature_13;25
2018-01-11 07:07:37;feature_14;25
2018-01-11 07:07:37;feature_15;185
2018-01-11 07:07:37;feature_16;25
2018-01-11 07:07:37;feature_17;25
2018-01-11 07:07:37;feature_18;185
2018-01-11 07:07:37;feature_19;25
2018-01-11 07:07:37;feature_20;25
2018-01-11 07:07:37;feature_21;25
2018-01-11 07:07:37;feature_22;25
2018-01-11 07:07:37;feature_23;185
2018-01-11 07:07:37;feature_24;25
2018-01-11 07:07:37;feature_25;25
2018-01-11 07:07:37;feature_26;190
2018-01-11 07:07:37;feature_27;25
2018-01-11 07:07:37;feature_28;25
2018-01-11 07:07:37;feature_29;25
2018-01-11 07:07:37;feature_30;25
2018-01-11 07:07:37;feature_31;190
2018-01-11 07:07:37;feature_32;25
2018-01-11 07:07:37;feature_33;25
2018-01-11 07:07:37;feature_34;190
2018-01-11 07:07:37;feature_35;120
2018-01-11 07:07:37;feature_36;50
2018-01-11 21:13:08;feature_6;170
2018-01-11 21:13:08;feature_9;175
2018-01-11 21:13:08;feature_15;185
2018-01-11 21:13:08;feature_1;185
2018-01-11 21:13:08;feature_23;185
2018-01-11 21:13:08;feature_2;190
2018-01-11 21:13:08;feature_34;190
2018-01-11 21:13:08;feature_36;50
2018-01-11 21:13:08;feature_3;800
2018-01-11 21:13:15;feature_4;25
2018-01-11 21:13:15;feature_5;25
2018-01-11 21:13:15;feature_7;25
2018-01-11 21:13:15;feature_8;25
2018-01-11 21:13:15;feature_10;25
2018-01-11 21:13:15;feature_11;25
2018-01-11 21:13:15;feature_12;190
2018-01-11 21:13:15;feature_13;25
2018-01-11 21:13:15;feature_14;25
2018-01-11 21:13:15;feature_16;25
2018-01-11 21:13:15;feature_17;25
2018-01-11 21:13:15;feature_18;185
2018-01-11 21:13:15;feature_19;25
2018-01-11 21:13:15;feature_20;25
2018-01-11 21:13:15;feature_21;25
2018-01-11 21:13:15;feature_22;25
2018-01-11 21:13:15;feature_24;25
2018-01-11 21:13:15;feature_25;25
2018-01-11 21:13:15;feature_26;190
2018-01-11 21:13:15;feature_27;25
2018-01-11 21:13:15;feature_28;25
2018-01-11 21:13:15;feature_29;25
2018-01-11 21:13:15;feature_30;25
2018-01-11 21:13:15;feature_31;190
2018-01-11 21:13:15;feature_32;25
2018-01-11 21:13:15;feature_33;25
2018-01-11 21:13:15;feature_35;120
2018-01-11 21:19:27;feature_1;185
2018-01-11 21:19:27;feature_2;190
2018-01-11 21:19:27;feature_3;800
2018-01-11 21:19:35;feature_4;25
2018-01-11 21:19:35;feature_5;25
2018-01-11 21:19:35;feature_6;170
2018-01-11 21:19:35;feature_7;25
2018-01-11 21:19:35;feature_8;25
2018-01-11 21:19:35;feature_9;175
2018-01-11 21:19:35;feature_10;25
2018-01-11 21:19:35;feature_11;25
2018-01-11 21:19:35;feature_12;190
2018-01-11 21:19:35;feature_13;25
2018-01-11 21:19:35;feature_14;25
2018-01-11 21:19:35;feature_15;185
2018-01-11 21:19:35;feature_16;25
2018-01-11 21:19:35;feature_17;25
2018-01-11 21:19:35;feature_18;185
2018-01-11 21:19:35;feature_19;25
2018-01-11 21:19:35;feature_20;25
2018-01-11 21:19:35;feature_21;25
2018-01-11 21:19:35;feature_22;25
2018-01-11 21:19:35;feature_23;185
2018-01-11 21:19:35;feature_24;25
2018-01-11 21:19:35;feature_25;25
2018-01-11 21:19:35;feature_26;190
2018-01-11 21:19:35;feature_27;25
